,title,description,timestamp,concat,relevant
55,"Festus Mogae, Former Botswana President Who Tackled H.I.V., Dies at 86",He led the southern African nation for a decade and embraced a flagship American aid program credited with helping to eradicate the country’s AIDS epidemic.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=19, tm_min=49, tm_sec=24, tm_wday=4, tm_yday=128, tm_isdst=0)","Festus Mogae, Former Botswana President Who Tackled H.I.V., Dies at 86 | He led the southern African nation for a decade and embraced a flagship American aid program credited with helping to eradicate the country’s AIDS epidemic.",-1
56,Court Revives ‘Farmgate’ Case Against South African President,Judges ordered Parliament to convene a committee to consider removing President Cyril Ramaphosa over a case involving money stolen at his farm six years ago.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=19, tm_min=49, tm_sec=8, tm_wday=4, tm_yday=128, tm_isdst=0)",Court Revives ‘Farmgate’ Case Against South African President | Judges ordered Parliament to convene a committee to consider removing President Cyril Ramaphosa over a case involving money stolen at his farm six years ago.,-1
57,Wild Swimming and Stargazing in Madagascar’s Grand Canyon,"A parched corner of an island often called the eighth continent rewards intrepid visitors with hidden pools, celestial wonders and extraordinary wildlife.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=9, tm_min=0, tm_sec=24, tm_wday=4, tm_yday=128, tm_isdst=0)","Wild Swimming and Stargazing in Madagascar’s Grand Canyon | A parched corner of an island often called the eighth continent rewards intrepid visitors with hidden pools, celestial wonders and extraordinary wildlife.",0
58,U.S. and Zambia Feud: Trump Health Aid Deal Stalls Over Critical Minerals,"The tussle put a spotlight on the administration’s attempt to replace the United States Agency for International Development with a new, “America First” alternative.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=2, tm_min=11, tm_sec=2, tm_wday=4, tm_yday=128, tm_isdst=0)","U.S. and Zambia Feud: Trump Health Aid Deal Stalls Over Critical Minerals | The tussle put a spotlight on the administration’s attempt to replace the United States Agency for International Development with a new, “America First” alternative.",-1
59,France Passes Law Easing Process of Returning Looted Art,President Emmanuel Macron has long called the restitution of African art from French museums a priority. Experts say the new law is a seismic moment in that effort.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=15, tm_min=18, tm_sec=45, tm_wday=3, tm_yday=127, tm_isdst=0)",France Passes Law Easing Process of Returning Looted Art | President Emmanuel Macron has long called the restitution of African art from French museums a priority. Experts say the new law is a seismic moment in that effort.,-1
60,"U.S. Health Authorities Monitor Hantavirus Cruise Passengers in Georgia, California and Arizona","People in at least three states are being monitored after being on the ship. None have shown symptoms, officials said.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=21, tm_min=43, tm_sec=15, tm_wday=3, tm_yday=127, tm_isdst=0)","U.S. Health Authorities Monitor Hantavirus Cruise Passengers in Georgia, California and Arizona | People in at least three states are being monitored after being on the ship. None have shown symptoms, officials said.",-1
61,"Hantavirus Outbreaks Are Rare, but They Aren’t Going Away and There’s No Cure","Since the family of rodent-borne infections were identified in the 1950s, they have turned up all over the world.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=5, tm_hour=22, tm_min=11, tm_sec=56, tm_wday=1, tm_yday=125, tm_isdst=0)","Hantavirus Outbreaks Are Rare, but They Aren’t Going Away and There’s No Cure | Since the family of rodent-borne infections were identified in the 1950s, they have turned up all over the world.",-1
62,"Cruise Ship Struck by Hantavirus Is to Head to Canary Islands, W.H.O. Says",The Spanish government will receive the vessel. The World Health Organization said human-to-human transmission may have played a role in the outbreak.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=5, tm_hour=21, tm_min=49, tm_sec=1, tm_wday=1, tm_yday=125, tm_isdst=0)","Cruise Ship Struck by Hantavirus Is to Head to Canary Islands, W.H.O. Says | The Spanish government will receive the vessel. The World Health Organization said human-to-human transmission may have played a role in the outbreak.",-1
63,What a Bike Ride in Cape Town Taught Me About Apartheid,A New York Times reporter joined a group of cyclists on a route meant to break down Cape Town’s lingering racial and economic barriers.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=17, tm_min=43, tm_sec=13, tm_wday=3, tm_yday=127, tm_isdst=0)",What a Bike Ride in Cape Town Taught Me About Apartheid | A New York Times reporter joined a group of cyclists on a route meant to break down Cape Town’s lingering racial and economic barriers.,0
64,What to Know About the Hantavirus Outbreak on an Atlantic Cruise Ship,"The health authorities are working to calm fears and contain the rare virus. Three passengers died after traveling on the ship, and several others fell ill or tested positive.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=17, tm_min=51, tm_sec=18, tm_wday=1, tm_yday=132, tm_isdst=0)","What to Know About the Hantavirus Outbreak on an Atlantic Cruise Ship | The health authorities are working to calm fears and contain the rare virus. Three passengers died after traveling on the ship, and several others fell ill or tested positive.",-1
65,How the Kremlin Lures Africans Into Russia’s War in Ukraine,"A growing number of men across the continent say they are being promised jobs in Russia, only to be forced into the war. Some go as mercenaries, but many more are drawn unwittingly.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=10, tm_min=22, tm_sec=24, tm_wday=2, tm_yday=126, tm_isdst=0)","How the Kremlin Lures Africans Into Russia’s War in Ukraine | A growing number of men across the continent say they are being promised jobs in Russia, only to be forced into the war. Some go as mercenaries, but many more are drawn unwittingly.",-1
66,Why Are Africans Fighting in Russia’s War in Ukraine?,"Some see a clear explanation: Russia needs more troops, and young men in Africa desperately need jobs.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=4, tm_hour=7, tm_min=53, tm_sec=38, tm_wday=0, tm_yday=124, tm_isdst=0)","Why Are Africans Fighting in Russia’s War in Ukraine? | Some see a clear explanation: Russia needs more troops, and young men in Africa desperately need jobs.",-1
67,These Countries Embrace E.V.s to Avoid Oil Price Shocks,"People in Costa Rica and other Latin American, Asian and African countries are increasingly buying electric vehicles to avoid spiking fuel prices.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=2, tm_min=37, tm_sec=3, tm_wday=2, tm_yday=126, tm_isdst=0)","These Countries Embrace E.V.s to Avoid Oil Price Shocks | People in Costa Rica and other Latin American, Asian and African countries are increasingly buying electric vehicles to avoid spiking fuel prices.",-1
68,"Nigerian Military Runs a Fulani ‘Concentration Camp,’ Group Says","Amnesty International said about 1,500 people have been detained by the military for three months and that many of those who have died from disease and starvation have been children.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=1, tm_hour=2, tm_min=2, tm_sec=25, tm_wday=4, tm_yday=121, tm_isdst=0)","Nigerian Military Runs a Fulani ‘Concentration Camp,’ Group Says | Amnesty International said about 1,500 people have been detained by the military for three months and that many of those who have died from disease and starvation have been children.",-1
69,"Quebec Novelist Shines a Harsh Spotlight on Migration, and on Trump’s America","Thélyson Orélien, a Haitian-born, previously unknown writer, submitted an unsolicited manuscript. Its rights were sold in 23 countries before publication.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=9, tm_min=1, tm_sec=53, tm_wday=0, tm_yday=131, tm_isdst=0)","Quebec Novelist Shines a Harsh Spotlight on Migration, and on Trump’s America | Thélyson Orélien, a Haitian-born, previously unknown writer, submitted an unsolicited manuscript. Its rights were sold in 23 countries before publication.",-1
70,The Fight to Euthanize Pablo Escobar’s Hippos in Colombia,"Colombia is planning to cull a population of wild hippos, the offspring of the drug lord’s pets, dividing a town where hippos are the main draw.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=21, tm_min=10, tm_sec=36, tm_wday=0, tm_yday=131, tm_isdst=0)","The Fight to Euthanize Pablo Escobar’s Hippos in Colombia | Colombia is planning to cull a population of wild hippos, the offspring of the drug lord’s pets, dividing a town where hippos are the main draw.",-1
71,A Monument to Chocolate Is Wrapped in Layers of Mexican History,"Combining a colonial house and a contemporary addition, the new Museum of Cacao & Chocolate sits on a grisly Aztec souvenir.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=12, tm_min=54, tm_sec=35, tm_wday=0, tm_yday=131, tm_isdst=0)","A Monument to Chocolate Is Wrapped in Layers of Mexican History | Combining a colonial house and a contemporary addition, the new Museum of Cacao & Chocolate sits on a grisly Aztec souvenir.",0
72,U.S.-China Rivalry Reaches South American Skies,The U.S. has pressed Argentina and Chile to review two Chinese telescope projects in the Andean deserts. Astronomers are worried about setbacks to research.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=11, tm_min=29, tm_sec=29, tm_wday=6, tm_yday=130, tm_isdst=0)",U.S.-China Rivalry Reaches South American Skies | The U.S. has pressed Argentina and Chile to review two Chinese telescope projects in the Andean deserts. Astronomers are worried about setbacks to research.,-1
73,"After Capturing Maduro, Trump Celebrated Victory. Did It Bring Venezuelans Home?","Dire conditions in Venezuela prompted an exodus. In the wake of the attack that ousted its top leader, the question is whether things have changed enough to make a return appealing.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=0, tm_min=3, tm_sec=41, tm_wday=1, tm_yday=132, tm_isdst=0)","After Capturing Maduro, Trump Celebrated Victory. Did It Bring Venezuelans Home? | Dire conditions in Venezuela prompted an exodus. In the wake of the attack that ousted its top leader, the question is whether things have changed enough to make a return appealing.",-1
74,Is This Telescope a Threat to U.S. Security?,Our reporter Emma Bubola visits the foothills of the Argentine Andes to find out why a giant Chinese-sponsored telescope is sitting dismembered.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=10, tm_hour=16, tm_min=53, tm_sec=26, tm_wday=6, tm_yday=130, tm_isdst=0)",Is This Telescope a Threat to U.S. Security? | Our reporter Emma Bubola visits the foothills of the Argentine Andes to find out why a giant Chinese-sponsored telescope is sitting dismembered.,-1
75,Canada and the European Union Are in Love. Where Can It Lead?,A rapid trip with the prime minister to Armenia highlighted the new era of amity between Canada and the European Union. We examine what that can and can’t do for Canadians.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=10, tm_min=0, tm_sec=2, tm_wday=5, tm_yday=129, tm_isdst=0)",Canada and the European Union Are in Love. Where Can It Lead? | A rapid trip with the prime minister to Armenia highlighted the new era of amity between Canada and the European Union. We examine what that can and can’t do for Canadians.,-1
76,Norovirus Outbreak Sickens 115 on Cruise Ship,"More than 100 passengers and 13 crew members on the Caribbean Princess reported being ill, according to the Centers for Disease Control and Prevention.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=23, tm_min=24, tm_sec=32, tm_wday=4, tm_yday=128, tm_isdst=0)","Norovirus Outbreak Sickens 115 on Cruise Ship | More than 100 passengers and 13 crew members on the Caribbean Princess reported being ill, according to the Centers for Disease Control and Prevention.",-1
77,There Are Ants in This Canadian Hospital. Again.,A hospital in Manitoba had to postpone a “limited number of elective surgeries” after ants appeared there for the third time since 2024.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=19, tm_min=3, tm_sec=16, tm_wday=4, tm_yday=128, tm_isdst=0)",There Are Ants in This Canadian Hospital. Again. | A hospital in Manitoba had to postpone a “limited number of elective surgeries” after ants appeared there for the third time since 2024.,-1
78,Four Men Found Guilty of Haiti President’s Assassination,"President Jovenel Moïse of Haiti was shot in his bedroom in July 2021, but the convictions for conspiracy have not revealed who ordered his assassination.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=20, tm_min=33, tm_sec=10, tm_wday=4, tm_yday=128, tm_isdst=0)","Four Men Found Guilty of Haiti President’s Assassination | President Jovenel Moïse of Haiti was shot in his bedroom in July 2021, but the convictions for conspiracy have not revealed who ordered his assassination.",-1
